,text,vid,bid,uid,ppl,idf,idf_avg,cross_score,odyssey_ppl
2570,ἀρητὴρ ἐτέτυκτο θεὸς δ᾽ ὣς τίετο δήμῳ,78,5,5.78,8608.282088792117,4.133901503841432,7.759212229547669,47160.70552021615,49661.263556178994
2571,τὸν μὲν ἄρ᾽ εὐρύπυλος εὐαίμονος ἀγλαὸς υἱός,79,5,5.79,965.7536381720091,3.823063548726631,6.387561099382909,10258.740890822704,10905.457414187324
2572,πρόσθεν ἕθεν φεύγοντα μεταδρομάδην ἔλασ᾽ ὦμον,80,5,5.8,50567.65387083233,7.163888801945742,8.529761534315757,977333.3350512467,978443.8569636564
2573,φασγάνῳ ἀΐξας ἀπὸ δ᾽ ἔξεσε χεῖρα βαρεῖαν,81,5,5.81,3139.77367823191,5.289758335284559,8.24558584487955,24595.023030214892,25396.23761834867
2574,αἱματόεσσα δὲ χεὶρ πεδίῳ πέσε τὸν δὲ κατ᾽ ὄσσε,82,5,5.82,8336.622814705941,3.076131545023163,6.468892316263265,132394.64490861315,133435.88207070692
2575,ἔλλαβε πορφύρεος θάνατος καὶ μοῖρα κραταιή,83,5,5.83,597.1267633119395,2.8541070741451895,7.277844224600041,10710.699423561891,11191.413982353202
2576,ὣς οἳ μὲν πονέοντο κατὰ κρατερὴν ὑσμίνην,84,5,5.84,513.2691211369511,3.823063548726631,6.092939405666891,178803.28109978655,179210.03196604745
2577,τυδεΐδην δ᾽ οὐκ ἂν γνοίης ποτέροισι μετείη,85,5,5.85,3655.307243026439,5.352128666011017,8.0206025920801,2813.333425511993,3993.7543830682753
2578,ἠὲ μετὰ τρώεσσιν ὁμιλέοι ἦ μετ᾽ ἀχαιοῖς,86,5,5.86,5989.909810627462,5.649761069315966,7.221338790256368,10531.684013313523,11855.82443461609
2579,θῦνε γὰρ ἂμ πεδίον ποταμῷ πλήθοντι ἐοικὼς,87,5,5.87,11147.26945891101,4.3504780851857054,7.802458701365069,77310.69402943531,77983.33070146218
2580,χειμάρρῳ ὅς τ᾽ ὦκα ῥέων ἐκέδασσε γεφύρας,88,5,5.88,36045.18534811275,5.289758335284559,8.26351182924976,19229278.857558724,19230591.145193025
2581,τὸν δ᾽ οὔτ᾽ ἄρ τε γέφυραι ἐεργμέναι ἰσχανόωσιν,89,5,5.89,674089.0667017406,3.539143910167681,7.046455443664852,563654.7317023255,568150.145704244
2582,οὔτ᾽ ἄρα ἕρκεα ἴσχει ἀλωάων ἐριθηλέων,90,5,5.9,4054648.1179620414,4.9110033775039685,8.366441576210944,16355678.035645658,16360182.6676576
2583,ἐλθόντ᾽ ἐξαπίνης ὅτ᾽ ἐπιβρίσῃ διὸς ὄμβρος,91,5,5.91,1567.8079920667444,5.56664616260546,8.029204929689698,13275.862415114252,14264.49129897068
2584,πολλὰ δ᾽ ὑπ᾽ αὐτοῦ ἔργα κατήριπε κάλ᾽ αἰζηῶν,92,5,5.92,25154.096680539562,5.950866162099888,7.4065776645232955,38005.01123663954,41565.589486986035
2585,ὣς ὑπὸ τυδεΐδῃ πυκιναὶ κλονέοντο φάλαγγες,93,5,5.93,3508.380871432925,4.133901503841432,7.3323995575353536,2376437.6432289174,2377194.927565109
2586,τρώων οὐδ᾽ ἄρα μιν μίμνον πολέες περ ἐόντες,94,5,5.94,1997.1785917259735,4.8432852034490175,6.222613143312061,832.8217608946479,2341.1783671264334
2587,τὸν δ᾽ ὡς οὖν ἐνόησε λυκάονος ἀγλαὸς υἱὸς,95,5,5.95,758.2473556179876,4.410421121152739,6.530995524872482,17649.166704822157,18115.13081125964
2588,θύνοντ᾽ ἂμ πεδίον πρὸ ἕθεν κλονέοντα φάλαγγας,96,5,5.96,5353.678146448743,6.635044672677073,8.116395160008173,2048763.8246639965,2050557.8237956355
2589,αἶψ᾽ ἐπὶ τυδεΐδῃ ἐτιταίνετο καμπύλα τόξα,97,5,5.97,7330.53704257667,4.569086481334525,7.93038639084481,47117.045803650995,47625.074051319054
2590,καὶ βάλ᾽ ἐπαΐσσοντα τυχὼν κατὰ δεξιὸν ὦμον,98,5,5.98,2126.537702256903,2.8541070741451895,7.204637494715921,32282.984570466986,33182.3131813576
2591,θώρηκος γύαλον διὰ δ᾽ ἔπτατο πικρὸς ὀϊστός,99,5,5.99,1466.1614291057842,5.969048481183079,8.215096950761989,701196.3473333947,702234.6480487398
2592,ἀντικρὺ δὲ διέσχε παλάσσετο δ᾽ αἵματι θώρηξ,100,5,5.1,1468.351998890029,3.076131545023163,7.477531316185673,83661.99590190632,84709.00902487485
2593,τῷ δ᾽ ἐπὶ μακρὸν ἄϋσε λυκάονος ἀγλαὸς υἱός,101,5,5.101,1383.0940326321495,4.569086481334525,6.91752263650851,90754.22668360226,91195.3267409468
2594,ὄρνυσθε τρῶες μεγάθυμοι κέντορες ἵππων,102,5,5.102,5343.65615166877,5.792861912956639,8.000562412710186,16941.02186068758,19729.147399545
2595,βέβληται γὰρ ἄριστος ἀχαιῶν οὐδέ ἕ φημι,103,5,5.103,712.8769747324004,4.3504780851857054,6.402510949553733,699.302130879019,1322.9321351642684
2596,δήθ᾽ ἀνσχήσεσθαι κρατερὸν βέλος εἰ ἐτεόν με,104,5,5.104,14699.007060533642,5.200810849268064,7.661877954137589,18525.515185043598,20076.727461403763
2597,ὦρσεν ἄναξ διὸς υἱὸς ἀπορνύμενον λυκίηθεν,105,5,5.105,12022.280929930406,5.56664616260546,7.648117354360249,126261.17096485903,127252.30671884009
2598,ὣς ἔφατ᾽ εὐχόμενος τὸν δ᾽ οὐ βέλος ὠκὺ δάμασσεν,106,5,5.106,4669.789354470189,4.133901503841432,6.52920506101599,6204.439789629639,6549.99311387002
2599,ἀλλ᾽ ἀναχωρήσας πρόσθ᾽ ἵπποιιν καὶ ὄχεσφιν,107,5,5.107,1208.1737079128252,2.8541070741451895,6.886834875319061,7760.039842157872,8672.694837386372
2600,ἔστη καὶ σθένελον προσέφη καπανήϊον υἱόν,108,5,5.108,2475.445460570422,2.8541070741451895,7.148614071918341,181443.25910596145,182431.90968191277
2601,ὄρσο πέπον καπανηϊάδη καταβήσεο δίφρου,109,5,5.109,77332.69395524422,7.770024605516058,9.057529215952338,2790370.1344357994,2792701.1218474573
2602,ὄφρά μοι ἐξ ὤμοιο ἐρύσσῃς πικρὸν ὀϊστόν,110,5,5.11,72656.63433132126,4.936811261459841,7.945004828426769,1574516.4736854313,1578296.4266153842
2603,ὣς ἄρ᾽ ἔφη σθένελος δὲ καθ᾽ ἵππων ἆλτο χαμᾶζε,111,5,5.111,513.7038993999807,3.076131545023163,6.429210570443354,33944.462349979316,34322.202847895154
2604,πὰρ δὲ στὰς βέλος ὠκὺ διαμπερὲς ἐξέρυσ᾽ ὤμου,112,5,5.112,41247.8286611179,3.076131545023163,7.488310508201804,37809.51268548645,39420.3240309598
2605,αἷμα δ᾽ ἀνηκόντιζε διὰ στρεπτοῖο χιτῶνος,113,5,5.113,151569.2831322815,5.969048481183079,8.508441669317572,7215798.848031666,7218800.500520451
2606,δὴ τότ᾽ ἔπειτ᾽ ἠρᾶτο βοὴν ἀγαθὸς διομήδης,114,5,5.114,376.53044896350474,4.728151175964212,6.812680594198143,4000.941630614999,4245.918917076154
2607,κλῦθί μευ αἰγιόχοιο διὸς τέκος ἀτρυτώνη,115,5,5.115,380.36873521587876,5.56664616260546,7.537436289977445,215.52443999675933,500.8470017514559
2608,εἴ ποτέ μοι καὶ πατρὶ φίλα φρονέουσα παρέστης,116,5,5.116,869.1040855109298,2.8541070741451895,6.791586024120068,-83.01631792283956,712.9410638707833
2609,δηΐῳ ἐν πολέμῳ νῦν αὖτ᾽ ἐμὲ φῖλαι ἀθήνη,117,5,5.117,7741.076572352589,3.9998212135725364,6.902692003486493,546342.7501111239,547021.9382143483
2610,δὸς δέ τέ μ᾽ ἄνδρα ἑλεῖν καὶ ἐς ὁρμὴν ἔγχεος ἐλθεῖν,118,5,5.118,46941.37667851112,2.8541070741451895,6.8281421456230875,412703.78916847083,415691.5840375833
2611,ὅς μ᾽ ἔβαλε φθάμενος καὶ ἐπεύχεται οὐδέ μέ φησι,119,5,5.119,3510.445381553165,2.8541070741451895,7.293080033250964,6324.965608693434,7703.394626850441
2612,δηρὸν ἔτ᾽ ὄψεσθαι λαμπρὸν φάος ἠελίοιο,120,5,5.12,6643.518786757124,6.671412316847948,8.03427340355969,9854.444988974503,11148.748241898991
2613,ὣς ἔφατ᾽ εὐχόμενος τοῦ δ᾽ ἔκλυε παλλὰς ἀθήνη,121,5,5.121,272.4413179607003,4.133901503841432,6.456666138245639,126.99454700686454,360.84082675369865
2614,γυῖα δ᾽ ἔθηκεν ἐλαφρά πόδας καὶ χεῖρας ὕπερθεν,122,5,5.122,813.6663654792062,2.8541070741451895,6.9433582682132124,8284.94601970515,8903.172358108843
2615,ἀγχοῦ δ᾽ ἱσταμένη ἔπεα πτερόεντα προσηύδα,123,5,5.123,118.96764997827057,6.1605866930819575,6.991498242293359,17.55169652462463,133.586585290804
2616,θαρσῶν νῦν διόμηδες ἐπὶ τρώεσσι μάχεσθαι,124,5,5.124,4496.296293295142,4.569086481334525,6.745225931828767,217364.06824919887,217999.23613230215
2617,ἐν γάρ τοι στήθεσσι μένος πατρώϊον ἧκα,125,5,5.125,6250.463255824095,3.9998212135725364,6.4828033696144916,4586.079402633233,6249.339643774794
2618,ἄτρομον οἷον ἔχεσκε σακέσπαλος ἱππότα τυδεύς,126,5,5.126,95002.64373569262,7.328191853237018,8.904461358202505,2703247.564383353,2705681.3805532265
2619,ἀχλὺν δ᾽ αὖ τοι ἀπ᾽ ὀφθαλμῶν ἕλον ἣ πρὶν ἐπῆεν,127,5,5.127,17977.331798158895,4.898344980632046,7.39499371237247,5151.436413291154,6796.796589867519
2620,ὄφρ᾽ εὖ γιγνώσκῃς ἠμὲν θεὸν ἠδὲ καὶ ἄνδρα,128,5,5.128,16401.084147906706,2.8541070741451895,6.616917737318016,120349.38456949986,121159.83478574787
2621,τὼ νῦν αἴ κε θεὸς πειρώμενος ἐνθάδ᾽ ἵκηται,129,5,5.129,1381.148508475038,4.828513886128706,6.753893678859145,1544.2736817112273,2576.2708076723356
2622,μή τι σύ γ᾽ ἀθανάτοισι θεοῖς ἀντικρὺ μάχεσθαι,130,5,5.13,1215.7746089027482,5.322858283710905,6.6196577259585245,2513.7879337030954,2748.6497577043306
2623,τοῖς ἄλλοις ἀτὰρ εἴ κε διὸς θυγάτηρ ἀφροδίτη,131,5,5.131,527.6132141106767,5.484246630838393,6.693559403153869,798.5401994395581,1126.3538634788695
2624,ἔλθῃσ᾽ ἐς πόλεμον τήν γ᾽ οὐτάμεν ὀξέϊ χαλκῷ,132,5,5.132,9139.52425598505,5.088242331234458,7.392086077003861,6051.467603397339,6827.728469004198
2625,ἣ μὲν ἄρ᾽ ὣς εἰποῦσ᾽ ἀπέβη γλαυκῶπις ἀθήνη,133,5,5.133,537.9189952255753,3.823063548726631,6.107000861279095,61.92203663463664,264.30468329061233
2626,τυδεΐδης δ᾽ ἐξαῦτις ἰὼν προμάχοισιν ἐμίχθη,134,5,5.134,618.6256356897023,7.259198981750067,8.174105625055308,1941.2998000518676,2481.821693366126
2627,καὶ πρίν περ θυμῷ μεμαὼς τρώεσσι μάχεσθαι,135,5,5.135,2977.055097504167,2.8541070741451895,5.909687641656354,41134.584663317015,41941.17814878982
2628,δὴ τότε μιν τρὶς τόσσον ἕλεν μένος ὥς τε λέοντα,136,5,5.136,3251.9732304510294,3.539143910167681,6.3219311010805574,1115.419167340011,3685.4147683486867
2629,ὅν ῥά τε ποιμὴν ἀγρῷ ἐπ᾽ εἰροπόκοις ὀΐεσσι,137,5,5.137,959205.4551638974,3.539143910167681,7.538479003932122,131321.38772182638,135042.39162218248
2630,χραύσῃ μέν τ᾽ αὐλῆς ὑπεράλμενον οὐδὲ δαμάσσῃ,138,5,5.138,41347.612005072304,5.656450057466763,8.30237188417604,144935.84104962222,146763.49355296913
2631,τοῦ μέν τε σθένος ὦρσεν ἔπειτα δέ τ᾽ οὐ προσαμύνει,139,5,5.139,3078.5381016137776,3.539143910167681,6.13674119539145,14711.830595892776,16374.154010502549
2632,ἀλλὰ κατὰ σταθμοὺς δύεται τὰ δ᾽ ἐρῆμα φοβεῖται,140,5,5.14,11635.696563177049,4.949969346037353,7.777288270464638,261414.82787198017,262628.4013340019
2633,αἳ μέν τ᾽ ἀγχιστῖναι ἐπ᾽ ἀλλήλῃσι κέχυνται,141,5,5.141,14416.37031551081,5.253224591952104,7.777764665711415,715.5649365531456,2462.977172511833
2634,αὐτὰρ ὃ ἐμμεμαὼς βαθέης ἐξάλλεται αὐλῆς,142,5,5.142,47762.13101407808,4.782660581632584,8.307628400766264,1621220.1896313038,1622505.7333088967
2635,ὣς μεμαὼς τρώεσσι μίγη κρατερὸς διομήδης,143,5,5.143,4500.387093576787,4.133901503841432,7.018658506442505,12478.710164307984,12863.043555679264
2636,ἔνθ᾽ ἕλεν ἀστύνοον καὶ ὑπείρονα ποιμένα λαῶν,144,5,5.144,8587.565818709658,2.8541070741451895,7.251397874648778,83572.56243272305,84682.57534031922
2637,τὸν μὲν ὑπὲρ μαζοῖο βαλὼν χαλκήρεϊ δουρί,145,5,5.145,1191.3537345156176,3.823063548726631,6.900589534138287,62648.35376987108,63431.20623885603
2638,τὸν δ᾽ ἕτερον ξίφεϊ μεγάλῳ κληῗδα παρ᾽ ὦμον,146,5,5.146,4188.398471633111,4.410421121152739,7.4932990879486825,416630.41789744,417319.8075739996
2639,πλῆξ᾽ ἀπὸ δ᾽ αὐχένος ὦμον ἐέργαθεν ἠδ᾽ ἀπὸ νώτου,147,5,5.147,23966.72107007702,5.289758335284559,7.61117174019658,83315.54803314575,85358.1033815577
2640,τοὺς μὲν ἔασ᾽ ὃ δ᾽ ἄβαντα μετῴχετο καὶ πολύειδον,148,5,5.148,64811.02394137732,2.8541070741451895,7.395497772681423,862463.9852313917,863907.39465228
2641,υἱέας εὐρυδάμαντος ὀνειροπόλοιο γέροντος,149,5,5.149,11303.95187085665,7.715957384245782,9.05785264292068,9534.425497740036,11531.341991393481
2642,τοῖς οὐκ ἐρχομένοις ὃ γέρων ἐκρίνατ᾽ ὀνείρους,150,5,5.15,57117.99112488483,5.352128666011017,8.143406299423868,27635.996932628273,31321.681192696284
2643,ἀλλά σφεας κρατερὸς διομήδης ἐξενάριξε,151,5,5.151,975.7879143446102,6.582858919506503,7.354202354930409,199842.63992340476,200524.78956766086
2644,βῆ δὲ μετὰ ξάνθόν τε θόωνά τε φαίνοπος υἷε,152,5,5.152,14138.225077974113,3.076131545023163,6.515151896219387,885083.5528967706,887286.5812338607
2645,ἄμφω τηλυγέτω ὃ δὲ τείρετο γήραϊ λυγρῷ,153,5,5.153,38247.096168594086,3.076131545023163,7.796135428033801,3552637.554605863,3553754.2951365244
2646,υἱὸν δ᾽ οὐ τέκετ᾽ ἄλλον ἐπὶ κτεάτεσσι λιπέσθαι,154,5,5.154,6486.669137979751,4.569086481334525,7.298058675296599,4993.70093025994,7081.280157901952
2647,ἔνθ᾽ ὅ γε τοὺς ἐνάριζε φίλον δ᾽ ἐξαίνυτο θυμὸν,155,5,5.155,4058.379599337553,4.849255370435522,6.772797267322553,26977.568595564902,28409.281043505198
2648,ἀμφοτέρω πατέρι δὲ γόον καὶ κήδεα λυγρὰ,156,5,5.156,5014.818147400377,2.8541070741451895,7.11433397061515,12530.369283176587,14335.405952781412
2649,λεῖπ᾽ ἐπεὶ οὐ ζώοντε μάχης ἐκνοστήσαντε,157,5,5.157,20193.31057251513,4.963302876906818,7.710621689271467,3387259.4903148683,3388312.1388528724
2650,δέξατο χηρωσταὶ δὲ διὰ κτῆσιν δατέοντο,158,5,5.158,123596.64376278703,3.076131545023163,7.748968104827487,1048464.7818799366,1049610.4936002092
2651,ἔνθ᾽ υἷας πριάμοιο δύω λάβε δαρδανίδαο,159,5,5.159,13743.677942688024,6.117101581142219,7.2142172320541595,443431.41304722533,444521.2192861976
2652,εἰν ἑνὶ δίφρῳ ἐόντας ἐχέμμονά τε χρομίον τε,160,5,5.16,4273.390659575027,3.539143910167681,7.38928840726014,1335686.5597181134,1336294.1416421628
2653,ὡς δὲ λέων ἐν βουσὶ θορὼν ἐξ αὐχένα ἄξῃ,161,5,5.161,20919.135212175403,3.076131545023163,6.899390296102722,543963.7812600756,547745.5666896848
2654,πόρτιος ἠὲ βοὸς ξύλοχον κάτα βοσκομενάων,162,5,5.162,62037.03983321524,6.3296630231258915,8.611016544509502,75978.78976017916,77057.95953563882
2655,ὣς τοὺς ἀμφοτέρους ἐξ ἵππων τυδέος υἱὸς,163,5,5.163,2143.989342697759,4.133901503841432,6.26366922744618,27670.21611079365,29262.494697182916
2656,βῆσε κακῶς ἀέκοντας ἔπειτα δὲ τεύχε᾽ ἐσύλα,164,5,5.164,1878.025381000919,3.076131545023163,7.219281261903,52241.17061688604,53112.32280952606
2657,ἵππους δ᾽ οἷς ἑτάροισι δίδου μετὰ νῆας ἐλαύνειν,165,5,5.165,1337.308896437526,5.48991236837407,7.222207609809191,1494.402303091313,2345.494008728439
2658,τὸν δ᾽ ἴδεν αἰνείας ἀλαπάζοντα στίχας ἀνδρῶν,166,5,5.166,4699.559874318906,4.410421121152739,7.017099355228258,118441.74270972678,120547.14814500287
2659,βῆ δ᾽ ἴμεν ἄν τε μάχην καὶ ἀνὰ κλόνον ἐγχειάων,167,5,5.167,3467.5165208156113,2.8541070741451895,6.5943455195182095,286748.22906587354,288924.83612899116
2660,πάνδαρον ἀντίθεον διζήμενος εἴ που ἐφεύροι,168,5,5.168,1443.4344395066232,5.669963776633486,7.9720433482563,12967.541685065204,14053.31665821618
2661,εὗρε λυκάονος υἱὸν ἀμύμονά τε κρατερόν τε,169,5,5.169,652.2634875522141,3.539143910167681,6.699037592343461,44414.07543884454,44879.44762452475
2662,στῆ δὲ πρόσθ᾽ αὐτοῖο ἔπος τέ μιν ἀντίον ηὔδα,170,5,5.17,1170.8873405590368,3.076131545023163,6.41852474397479,937.1118935996801,1853.9841389391595
2663,πάνδαρε ποῦ τοι τόξον ἰδὲ πτερόεντες ὀϊστοὶ,171,5,5.171,11212.494935255274,4.898344980632046,8.228477245995865,257017.03517307693,258727.98907169054
2664,καὶ κλέος ᾧ οὔ τίς τοι ἐρίζεται ἐνθάδε γ᾽ ἀνήρ,172,5,5.172,17209.243568481903,2.8541070741451895,6.456895368928951,3932.6147930847897,7077.271713513823
2665,οὐδέ τις ἐν λυκίῃ σέο γ᾽ εὔχεται εἶναι ἀμείνων,173,5,5.173,3166.183225979527,3.9998212135725364,6.782358208309375,65516.35019209436,66362.14450868823
2666,ἀλλ᾽ ἄγε τῷδ᾽ ἔφες ἀνδρὶ βέλος διὶ χεῖρας ἀνασχὼν,174,5,5.174,22702.382828618283,4.455838600843531,7.360828855679987,17166.67676416876,18592.781215549443
2667,ὅς τις ὅδε κρατέει καὶ δὴ κακὰ πολλὰ ἔοργε,175,5,5.175,1713.4713676358886,2.8541070741451895,6.359005163473658,50678.550275734844,52025.145927638165
2668,τρῶας ἐπεὶ πολλῶν τε καὶ ἐσθλῶν γούνατ᾽ ἔλυσεν,176,5,5.176,702.13773803235,2.8541070741451895,6.315487815253803,5409.318810616404,5988.547681190314
2669,εἰ μή τις θεός ἐστι κοτεσσάμενος τρώεσσιν,177,5,5.177,1979.0456947152638,5.1839328114807115,6.753640387852675,1419.3615051711702,2481.6925740765264
2670,ἱρῶν μηνίσας χαλεπὴ δὲ θεοῦ ἔπι μῆνις,178,5,5.178,1435619.880367149,3.076131545023163,8.052766900230525,118249.02954926976,123151.40335255589
2671,τὸν δ᾽ αὖτε προσέειπε λυκάονος ἀγλαὸς υἱός,179,5,5.179,688.4193773608346,4.410421121152739,6.636986913556977,5236.222632350463,5496.534163963618
2672,αἰνεία τρώων βουληφόρε χαλκοχιτώνων,180,5,5.18,217.4513745315081,5.377192634674234,7.369961882192635,89242.21442782016,89436.55016815156
2673,τυδεΐδῃ μιν ἔγωγε δαΐφρονι πάντα ἐΐσκω,181,5,5.181,25142.677417952516,4.8432852034490175,7.256899851196986,736196.2197741016,738131.2712695957
2674,ἀσπίδι γιγνώσκων αὐλώπιδί τε τρυφαλείῃ,182,5,5.182,588608.8220095676,3.539143910167681,8.153816662392305,1863716.4149847846,1864479.6616876915
2675,ἵππους τ᾽ εἰσορόων σάφα δ᾽ οὐκ οἶδ᾽ εἰ θεός ἐστιν,183,5,5.183,4066.9121513502737,5.200810849268064,7.027409429051677,2368.3677948855243,3236.9245522391866
2676,εἰ δ᾽ ὅ γ᾽ ἀνὴρ ὅν φημι δαΐφρων τυδέος υἱὸς,184,5,5.184,5418.001994448102,5.200810849268064,6.859637729118618,22922.694806678264,24367.46734691431
2677,οὐχ ὅ γ᾽ ἄνευθε θεοῦ τάδε μαίνεται ἀλλά τις ἄγχι,185,5,5.185,16240.59841224845,5.1839328114807115,7.445993010485626,17652.885712897227,19511.229868621314
2678,ἕστηκ᾽ ἀθανάτων νεφέλῃ εἰλυμένος ὤμους,186,5,5.186,7847.366454130078,7.664664089858231,8.986194227164592,26530.424533258625,27557.36171348375
2679,ὃς τούτου βέλος ὠκὺ κιχήμενον ἔτραπεν ἄλλῃ,187,5,5.187,53590.39672231602,5.597801330385256,8.253532317315464,126608.84581254933,129156.55928804199
2680,ἤδη γάρ οἱ ἐφῆκα βέλος καί μιν βάλον ὦμον,188,5,5.188,17547.6582918309,4.4578608462243,6.608187226194598,46509.0595327941,47982.79798161274
2681,δεξιὸν ἀντικρὺ διὰ θώρηκος γυάλοιο,189,5,5.189,4202.858671917389,5.969048481183079,7.945759525965565,6399805.994236889,6400887.849550128
2682,καί μιν ἔγωγ᾽ ἐφάμην ἀϊδωνῆϊ προϊάψειν,190,5,5.19,9352.847618833315,4.8432852034490175,7.685591293687455,40447408.151361406,40448414.373230025
2683,ἔμπης δ᾽ οὐκ ἐδάμασσα θεός νύ τίς ἐστι κοτήεις,191,5,5.191,26613.683365619927,5.352128666011017,7.567860898692956,34579.098428931975,36605.74277025819
2684,ἵπποι δ᾽ οὐ παρέασι καὶ ἅρματα τῶν κ᾽ ἐπιβαίην,192,5,5.192,4855.858463289107,2.8541070741451895,6.66625737537236,13446.552417335413,16243.62208165091
2685,ἀλλά που ἐν μεγάροισι λυκάονος ἕνδεκα δίφροι,193,5,5.193,3354.6401370612343,3.9998212135725364,7.372042641718532,58615.854848400726,60330.84205576876
2686,καλοὶ πρωτοπαγεῖς νεοτευχέες ἀμφὶ δὲ πέπλοι,194,5,5.194,371875.85092222726,3.076131545023163,7.9471011058786045,3052945.5042426973,3055112.576984622
2687,πέπτανται παρὰ δέ σφιν ἑκάστῳ δίζυγες ἵπποι,195,5,5.195,2173.011969953232,4.115046703077803,7.152141387087286,136773.86149055304,137437.68145782282
2688,ἑστᾶσι κρῖ λευκὸν ἐρεπτόμενοι καὶ ὀλύρας,196,5,5.196,3498.130244761214,2.8541070741451895,8.14728174977271,125918.39688549523,127388.91695256665
2689,ἦ μέν μοι μάλα πολλὰ γέρων αἰχμητὰ λυκάων,197,5,5.197,52388.983065224194,4.936811261459841,6.9437804786639346,116024.25834712345,117507.78416652391
2690,ἐρχομένῳ ἐπέτελλε δόμοις ἔνι ποιητοῖσιν,198,5,5.198,1912.6877146450195,6.996834717282575,8.748253260658945,690.8499261786044,2073.6620268797874
2691,ἵπποισίν μ᾽ ἐκέλευε καὶ ἅρμασιν ἐμβεβαῶτα,199,5,5.199,3084.659910044024,2.8541070741451895,7.921917699268785,15545.593076419753,16818.62239997447
2692,ἀρχεύειν τρώεσσι κατὰ κρατερὰς ὑσμίνας,200,5,5.2,2228.4379686320017,4.949969346037353,7.655587215651312,184731.39009974606,185089.0492425318
2693,ἀλλ᾽ ἐγὼ οὐ πιθόμην ἦ τ᾽ ἂν πολὺ κέρδιον ἦεν,201,5,5.201,1106.7572985751158,4.455838600843531,6.364918620785037,1543.7567616403085,2360.912082313535
2694,ἵππων φειδόμενος μή μοι δευοίατο φορβῆς,202,5,5.202,8242.058364897437,4.936811261459841,7.660687940254195,1080112.365469224,1082639.5658234907
2695,ἀνδρῶν εἰλομένων εἰωθότες ἔδμεναι ἄδην,203,5,5.203,286863.83322170546,5.372129332717687,8.783874044828895,1979997.7773303594,1982649.1491010634
2696,ὣς λίπον αὐτὰρ πεζὸς ἐς ἴλιον εἰλήλουθα,204,5,5.204,4109.306737442357,4.133901503841432,6.6445415138368356,3088.299831923793,4499.2232161005095
2697,τόξοισιν πίσυνος τὰ δέ μ᾽ οὐκ ἄρ᾽ ἔμελλον ὀνήσειν,205,5,5.205,3049.501585904306,4.115046703077803,7.089462883006567,9417.890995332056,11401.664747235138
2698,ἤδη γὰρ δοιοῖσιν ἀριστήεσσιν ἐφῆκα,206,5,5.206,14545.088936903423,4.3504780851857054,7.839283400499999,42125.456496912964,44321.96504342412
2699,τυδεΐδῃ τε καὶ ἀτρεΐδῃ ἐκ δ᾽ ἀμφοτέροιιν,207,5,5.207,3811.48014483381,2.8541070741451895,6.222931902255817,3712.6650347018663,4705.254407773712
2700,ἀτρεκὲς αἷμ᾽ ἔσσευα βαλών ἤγειρα δὲ μᾶλλον,208,5,5.208,142215.4035694939,3.076131545023163,8.052130564466328,487726.39859630994,489167.2863582948
2701,τώ ῥα κακῇ αἴσῃ ἀπὸ πασσάλου ἀγκύλα τόξα,209,5,5.209,50261.378447783645,5.289758335284559,7.8148697791790855,54853.875020874766,56749.253795592274
2702,ἤματι τῷ ἑλόμην ὅτε ἴλιον εἰς ἐρατεινὴν,210,5,5.21,6256.303536240826,5.2093579098465215,6.801146833991888,39530.199560065455,40510.25441932524
2703,ἡγεόμην τρώεσσι φέρων χάριν ἕκτορι δίῳ,211,5,5.211,2917.116345800166,6.316590941558538,7.702602058081129,68759.50960659642,69365.14561876518
2704,εἰ δέ κε νοστήσω καὶ ἐσόψομαι ὀφθαλμοῖσι,212,5,5.212,2953.7507359710557,2.8541070741451895,6.563788699064597,8950.960412454522,9600.008573644396
2705,πατρίδ᾽ ἐμὴν ἄλοχόν τε καὶ ὑψερεφὲς μέγα δῶμα,213,5,5.213,1809.0424288499976,2.8541070741451895,6.874583332821454,-3.1850815593077186,910.7204885174436
2706,αὐτίκ᾽ ἔπειτ᾽ ἀπ᾽ ἐμεῖο κάρη τάμοι ἀλλότριος φὼς,214,5,5.214,38247.769938974474,6.229579564568908,7.764056091325685,4086.2966506514917,6453.901701092689
2707,εἰ μὴ ἐγὼ τάδε τόξα φαεινῷ ἐν πυρὶ θείην,215,5,5.215,96095.54270941619,3.9998212135725364,6.6395234178327565,17981.69832667878,21791.66054144607
2708,χερσὶ διακλάσσας ἀνεμώλια γάρ μοι ὀπηδεῖ,216,5,5.216,58273.73076544244,4.936811261459841,7.6322734237297025,41305.07378956738,43327.49734304927
2709,τὸν δ᾽ αὖτ᾽ αἰνείας τρώων ἀγὸς ἀντίον ηὔδα,217,5,5.217,468.77363243793417,4.410421121152739,6.494939796145965,24610.55893872527,25022.178610392406
2710,μὴ δ᾽ οὕτως ἀγόρευε πάρος δ᾽ οὐκ ἔσσεται ἄλλως,218,5,5.218,1305.9588010518987,5.352128666011017,6.995296888949413,1755.737726875685,2505.5595842454345
2711,πρίν γ᾽ ἐπὶ νὼ τῷδ᾽ ἀνδρὶ σὺν ἵπποισιν καὶ ὄχεσφιν,219,5,5.219,10768.325268492366,2.8541070741451895,6.9390555241970855,19625.155066602907,20368.981351294948
2712,ἀντιβίην ἐλθόντε σὺν ἔντεσι πειρηθῆναι,220,5,5.22,2501.1833796042797,5.889711738946557,8.471502217738701,234864.88330957238,236778.71525497886
